City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Matagami,CA,49.7502,-77.6328,60.91,36,0,10.36,clear sky
450,Basco,PH,20.4487,121.9702,83.25,75,93,19.93,overcast clouds
451,Svetlyy,RU,54.675,20.1347,51.85,85,100,5.68,overcast clouds
452,Alta Floresta,BR,-9.8756,-56.0861,84.02,61,40,11.5,thunderstorm
453,Hovin,NO,63.1055,10.225,46.26,94,100,10.83,overcast clouds
454,Ambovombe,MG,-25.1667,46.0833,72.03,63,1,4.83,clear sky
455,Derzhavinsk,KZ,51.1,66.3167,56.77,29,0,8.08,clear sky
456,Harlingen,US,26.1906,-97.6961,91.49,74,20,11.5,few clouds
457,Dingle,PH,10.9995,122.6711,76.05,89,100,5.84,overcast clouds
458,Diamantina,BR,-18.2494,-43.6003,70.66,52,94,5.61,overcast clouds
459,Vigrestad,NO,58.5667,5.7,54.59,79,6,15.61,clear sky
460,Trincomalee,LK,8.5711,81.2335,80.24,76,100,17.11,overcast clouds
461,Northam,GB,51.0333,-4.2167,58.6,72,51,10.29,broken clouds
462,Gamba,GA,-2.65,10.0,75.56,85,99,8.37,light rain
463,Aswan,EG,24.0934,32.907,88.9,40,0,4.61,clear sky
464,Silute,LT,55.3489,21.4831,49.8,89,100,6.35,overcast clouds
465,Xichang,CN,27.8964,102.2634,66.81,91,99,2.06,overcast clouds
466,Koratla,IN,18.8167,78.7167,74.97,92,100,7.09,overcast clouds
467,Damietta,EG,31.4165,31.8133,80.49,69,0,6.87,clear sky
468,Sampit,ID,-2.5333,112.95,74.57,98,43,1.95,light rain
469,Makarov,RU,48.6333,142.8,58.15,96,97,5.39,overcast clouds
470,Teopisca,MX,16.5167,-92.4833,67.37,87,100,0.67,overcast clouds
471,Emerald,AU,-23.5333,148.1667,65.34,56,0,5.44,clear sky
472,Plattling,DE,48.7833,12.8667,49.6,87,100,11.56,moderate rain
473,Weligama,LK,5.9667,80.4167,78.62,85,100,9.98,overcast clouds
474,Mancora,PE,-4.1078,-81.0475,75.02,65,27,15.39,scattered clouds
475,Karpogory,RU,64.0019,44.4451,45.7,98,19,5.75,few clouds
476,Martinsville,US,36.6915,-79.8725,83.48,55,1,4.56,clear sky
477,Laurel,US,39.0993,-76.8483,86.88,55,0,6.91,clear sky
478,Zasheyek,RU,67.4066,32.5499,44.94,94,100,9.35,overcast clouds
479,Capao Da Canoa,BR,-29.7456,-50.0097,63.77,76,7,20.76,clear sky
480,Kharp,RU,66.8014,65.8081,46.89,91,100,5.93,overcast clouds
481,Kuah,MY,6.3265,99.8432,76.98,88,20,3.44,few clouds
482,Yabrud,SY,33.9674,36.6574,69.69,34,0,3.29,clear sky
483,Sarkand,KZ,45.41,79.9186,59.81,32,57,4.83,broken clouds
484,Norden,DE,53.6,7.2,56.97,69,100,1.99,overcast clouds
485,Camargo,MX,27.6667,-105.1667,88.72,32,21,14.36,few clouds
486,Agadez,NE,19.75,10.25,96.01,21,94,8.48,overcast clouds
487,Amposta,ES,40.7131,0.581,72.23,74,100,4.9,overcast clouds
488,Palmares Do Sul,BR,-30.2578,-50.5097,65.25,67,55,21.03,broken clouds
489,Jiuquan,CN,39.7432,98.5174,65.71,38,100,12.71,overcast clouds
490,Dzhebariki-Khaya,RU,62.2167,135.8,32.74,98,100,5.28,light snow
491,Viransehir,TR,37.2353,39.7631,83.89,22,0,6.49,clear sky
492,Acapulco,MX,16.8634,-99.8901,82.22,78,100,12.66,overcast clouds
493,Olonets,RU,60.9847,32.9698,46.42,93,25,4.68,scattered clouds
494,Tchibanga,GA,-2.85,11.0333,73.74,82,100,4.92,overcast clouds
495,Coihaique,CL,-45.5752,-72.0662,45.21,70,100,4.61,overcast clouds
496,Shugurovo,RU,54.5083,52.1326,63.43,81,100,8.12,overcast clouds
497,Mpongwe,ZM,-13.5091,28.155,71.98,29,6,5.95,clear sky
498,Lavrentiya,RU,65.5833,-171.0,37.56,91,100,11.9,overcast clouds
499,Bondo,CD,3.8146,23.6866,68.0,99,96,0.45,overcast clouds
500,Mehamn,NO,71.0357,27.8492,46.35,93,100,13.8,light rain
501,Edwardsville,US,38.8114,-89.9532,89.78,62,0,13.8,clear sky
502,Doka,SD,13.5167,35.7667,74.12,87,99,5.06,overcast clouds
503,Garissa,KE,-0.4536,39.6401,76.57,71,26,19.1,scattered clouds
504,Le Port,RE,-20.9373,55.2919,71.6,76,41,6.44,scattered clouds
505,Yarmouth,US,41.7057,-70.2286,81.07,70,0,18.41,clear sky
506,Sosnovo-Ozerskoye,RU,52.5249,111.5418,28.94,71,1,3.96,clear sky
507,Kovur,IN,14.4833,79.9833,88.54,52,100,2.8,overcast clouds
508,Torit,SS,4.4133,32.5678,73.78,74,51,2.01,broken clouds
509,Lajedo,BR,-8.6636,-36.32,70.21,79,32,11.99,scattered clouds
510,Lahat,ID,-3.8,103.5333,72.82,96,100,2.19,overcast clouds
511,Sabha,LY,27.0377,14.4283,88.68,11,0,7.56,clear sky
512,Novyy Urengoy,RU,66.0833,76.6333,47.53,91,100,11.5,overcast clouds
513,Kadoshkino,RU,54.0257,44.4191,63.91,81,85,17.2,overcast clouds
514,Alice Springs,AU,-23.7,133.8833,57.22,26,6,0.0,clear sky
515,Merritt Island,US,28.5392,-80.672,86.09,72,75,8.05,broken clouds
516,Voh,NC,-20.9667,164.7,72.68,84,26,4.36,scattered clouds
517,Beian,NO,63.6559,9.5683,50.09,81,75,20.71,broken clouds
518,Sangar,RU,63.9242,127.4739,28.81,94,15,8.57,few clouds
519,At-Bashi,KG,41.1702,75.8106,52.72,49,84,2.55,broken clouds
520,Cartagena,CO,10.3997,-75.5144,83.82,79,40,6.91,scattered clouds
521,Bo Phloi,TH,14.3236,99.5161,76.08,85,100,3.09,overcast clouds
522,Havelock,US,34.8791,-76.9013,84.92,71,70,4.0,broken clouds
523,Ginda,IN,30.6945,78.4932,60.39,84,20,5.23,few clouds
524,Metro,ID,-5.1131,105.3067,74.64,92,100,4.52,overcast clouds
525,Tingi,TZ,-11.3,35.0333,65.93,40,6,5.61,clear sky
526,Flin Flon,CA,54.7682,-101.865,66.04,48,75,9.22,broken clouds
527,Jiayuguan,CN,39.8167,98.3,63.86,40,100,13.49,overcast clouds
528,Poco Das Trincheiras,BR,-9.3125,-37.2856,76.62,66,11,11.5,few clouds
529,Havre-Saint-Pierre,CA,50.2334,-63.5986,51.8,56,100,18.03,overcast clouds
530,Coolum Beach,AU,-26.5333,153.1,57.34,93,0,3.51,clear sky
531,Ust-Maya,RU,60.4167,134.5333,31.26,97,100,11.83,snow
532,Ugoofaaru,MV,5.6667,73.0,81.12,75,100,8.86,overcast clouds
533,Nakhon Phanom,TH,17.3333,104.4167,73.29,96,99,2.53,overcast clouds
534,George Town,MY,5.4112,100.3354,80.53,84,20,0.0,few clouds
535,Moron,AR,-34.6534,-58.6198,70.95,73,100,6.04,moderate rain
536,Pangnirtung,CA,66.1451,-65.7125,50.0,57,20,4.61,few clouds
537,Lewistown,US,40.5992,-77.5714,83.34,76,20,8.05,few clouds
538,Orocovis,PR,18.2271,-66.3917,69.71,96,100,28.68,heavy intensity rain
539,Meulaboh,ID,4.1363,96.1285,75.45,84,98,2.93,overcast clouds
540,Aracati,BR,-4.5617,-37.7697,80.69,72,16,14.36,few clouds
541,Launceston,AU,-41.45,147.1667,44.15,97,40,4.61,fog
542,Korla,CN,41.7597,86.1469,69.8,22,40,7.2,scattered clouds
543,Bowen,AU,-20.0167,148.2333,72.97,92,3,4.52,clear sky
544,Kattivakkam,IN,13.2167,80.3167,84.29,74,100,11.21,overcast clouds
545,Nyrob,RU,60.733,56.7202,45.97,88,100,4.23,overcast clouds
546,Teguise,ES,29.0605,-13.564,73.62,69,40,5.75,scattered clouds
547,Kallifitos,GR,41.1667,24.2167,68.92,49,0,6.24,clear sky
548,Marienburg,PL,54.0359,19.0266,51.87,88,100,10.63,light rain
549,Mana,GF,5.6592,-53.7767,84.45,67,89,12.12,overcast clouds
550,Cabedelo,BR,-6.9811,-34.8339,77.67,77,71,14.45,broken clouds
551,Byron Bay,AU,-28.65,153.6167,56.95,58,0,4.41,clear sky
552,Watertown,US,42.3709,-71.1828,84.97,55,40,11.5,scattered clouds
553,Pregassona,CH,46.0202,8.9743,61.38,60,1,5.75,clear sky
554,Kpandae,GH,8.4689,-0.0113,72.95,95,100,5.19,moderate rain
555,Saint-Joseph,RE,-21.3667,55.6167,70.18,80,28,11.7,light rain
556,Papetoai,PF,-17.4961,-149.8729,80.19,71,7,19.55,light rain
557,Surt,LY,31.2089,16.5887,80.17,71,0,12.1,clear sky
558,Ambilobe,MG,-13.2,49.05,69.67,67,0,6.91,clear sky
559,Sohbatpur,PK,28.5202,68.5434,84.09,43,0,5.88,clear sky
560,Leh,IN,34.1667,77.5833,55.09,30,0,3.29,clear sky
561,Half Moon Bay,US,37.4636,-122.4286,68.29,90,100,23.02,mist
562,Janakkala,FI,60.9,24.6,50.81,92,97,3.02,overcast clouds
563,Belyy Yar,RU,53.6039,91.3903,37.29,93,0,0.0,clear sky
564,San Clemente,US,33.427,-117.612,83.55,69,41,4.0,scattered clouds
565,Payakumbuh,ID,-0.2202,100.6308,68.86,90,100,3.13,overcast clouds
566,Oum Hadjer,TD,13.2954,19.6966,80.2,70,64,5.48,broken clouds
567,Banda Aceh,ID,5.5577,95.3222,78.73,75,100,10.13,overcast clouds
568,Beloha,MG,-25.1667,45.05,73.56,62,0,5.7,clear sky
569,San Jose,US,37.3394,-121.895,70.9,77,75,14.0,light rain
570,Olafsvik,IS,64.8945,-23.7142,48.97,90,100,15.73,light rain
571,Kokopo,PG,-4.352,152.2633,76.84,83,100,6.8,light rain
572,Dongsheng,CN,39.8161,109.9776,58.69,39,100,12.08,overcast clouds
573,Arman,RU,59.7,150.1667,42.67,82,100,5.26,overcast clouds
574,Khammam,IN,17.25,80.15,77.52,87,100,4.74,overcast clouds
575,Omsukchan,RU,62.5333,155.8,32.63,64,76,4.12,broken clouds
576,Dongzhen,CN,22.3797,110.9389,76.8,91,95,1.95,overcast clouds
577,Hirara,JP,24.8,125.2833,80.62,77,100,21.14,overcast clouds
578,Jalaun,IN,26.1451,79.3366,81.03,75,100,3.94,overcast clouds
579,Monte Alegre,BR,-2.0078,-54.0692,96.6,32,75,7.96,broken clouds
580,Rustenburg,ZA,-25.6676,27.2421,71.4,18,78,3.06,broken clouds
581,Peniche,PT,39.3558,-9.3811,74.28,76,8,9.62,clear sky
582,Kabalo,CD,-6.05,26.9167,70.7,86,100,8.7,overcast clouds
583,Bansang,GM,13.4333,-14.65,74.64,96,100,4.07,overcast clouds
584,Dudinka,RU,69.4058,86.1778,39.87,96,100,4.5,overcast clouds
585,Zhangjiakou,CN,40.81,114.8794,55.49,38,90,6.35,overcast clouds
586,Masuda,JP,34.6667,131.85,79.63,90,100,26.33,very heavy rain
587,Ojinaga,MX,29.5667,-104.4167,94.57,43,0,5.75,clear sky
588,Viseu,PT,40.661,-7.9097,73.72,53,53,4.16,broken clouds
589,Charters Towers,AU,-20.1,146.2667,68.11,96,35,6.17,scattered clouds
590,Lufilufi,WS,-13.8745,-171.5986,83.98,72,59,15.9,broken clouds
591,Hofn,IS,64.2539,-15.2082,45.93,73,8,2.44,clear sky
592,Eyrarbakki,IS,63.863,-21.1481,48.25,87,100,15.46,overcast clouds
593,Pitanga,BR,-24.7572,-51.7614,67.62,56,0,4.25,clear sky
594,Labytnangi,RU,66.6572,66.4183,47.03,87,100,8.32,overcast clouds
595,Vanimo,PG,-2.6741,141.3028,76.08,90,62,4.09,broken clouds
596,Boca Do Acre,BR,-8.7522,-67.3978,93.78,37,95,1.57,overcast clouds
597,Paita,PE,-5.0892,-81.1144,70.14,73,12,14.65,few clouds
598,Churapcha,RU,62.0025,132.4325,28.63,91,100,9.86,overcast clouds
599,Dobsice,CZ,48.8483,16.0822,53.74,78,100,18.52,overcast clouds
600,Kargasok,RU,59.0556,80.8572,49.78,86,100,13.58,moderate rain
601,Broken Hill,AU,-31.95,141.4333,48.06,88,79,6.46,broken clouds
602,Delta Del Tigre,UY,-34.7633,-56.3853,69.91,64,0,12.66,clear sky
603,Seoul,KR,37.5683,126.9778,78.19,78,0,11.5,clear sky
604,Mumford,GH,5.2618,-0.759,75.83,87,91,14.5,overcast clouds
605,Okhotsk,RU,59.3833,143.3,45.84,77,100,25.19,light rain
606,Tombouctou,ML,20.0,-3.0,99.59,14,100,4.21,overcast clouds
607,Lima,PE,-12.0432,-77.0282,59.25,82,100,11.5,overcast clouds
608,Terre-De-Bas,GP,15.8501,-61.6442,83.98,78,97,16.96,overcast clouds
609,Adelaide,AU,-34.9333,138.6,53.08,74,100,3.0,overcast clouds
610,Liku,ID,-0.7275,119.8922,74.46,92,100,3.76,overcast clouds
611,Deer Lake,CA,49.1667,-57.4316,53.46,62,75,11.5,broken clouds
612,Madimba,TZ,-10.4,40.3333,74.08,84,10,10.16,clear sky
613,Pitimbu,BR,-7.4706,-34.8086,77.59,75,18,12.88,few clouds
614,Coffs Harbour,AU,-30.3,153.1333,51.13,93,67,4.61,broken clouds
615,Yola,NG,9.2,12.4833,75.34,90,100,2.93,light rain
616,Hered,HU,47.7064,19.6331,54.19,78,82,14.7,broken clouds
617,Pucallpa,PE,-8.3791,-74.5539,93.24,43,40,9.22,scattered clouds
618,Berea,US,41.3662,-81.8543,84.18,55,75,13.8,broken clouds
619,Puerto Maldonado,PE,-12.6,-69.1833,93.6,43,20,8.05,few clouds
620,Manadhoo,MV,5.7667,73.3833,81.05,76,100,9.06,overcast clouds
621,Keuruu,FI,62.2667,24.7,48.38,96,9,4.0,clear sky
622,Varhaug,NO,58.6147,5.6457,54.48,79,6,16.02,clear sky
623,Kalmunai,LK,7.4167,81.8167,80.15,76,100,3.24,overcast clouds
624,Fereydunshahr,IR,32.941,50.121,58.57,34,73,4.45,broken clouds
625,La Rioja,ES,42.25,-2.5,58.78,51,30,4.68,scattered clouds
626,Marabba,SD,12.35,32.1833,79.9,64,57,11.36,broken clouds
627,Loandjili,CG,-4.7561,11.8578,74.97,86,39,8.21,scattered clouds
628,Talaya,RU,61.3833,152.75,37.31,56,100,4.32,overcast clouds
629,Saint-Pierre,RE,-21.3393,55.4781,71.28,64,100,11.5,overcast clouds
630,Lesosibirsk,RU,58.2358,92.4828,49.01,71,100,2.42,overcast clouds
631,Oktyabrskiy,RU,54.4815,53.471,64.2,80,100,7.56,overcast clouds
632,Grayvoron,RU,50.4767,35.6773,53.71,77,28,22.55,scattered clouds
633,Cockburn Town,TC,21.4612,-71.1419,87.76,62,40,13.8,scattered clouds
634,Shahr-E Kord,IR,32.3256,50.8644,67.06,25,38,2.33,scattered clouds
635,Batemans Bay,AU,-35.7167,150.1833,54.1,49,45,10.96,scattered clouds
636,Ndjole,GA,-0.1783,10.7649,74.37,94,91,2.8,moderate rain
637,Tamandare,BR,-8.7597,-35.1047,76.77,75,13,9.84,few clouds
638,Smidovich,RU,48.6,133.8167,50.47,81,73,16.08,broken clouds
639,Gornoye Loo,RU,43.7129,39.6049,74.79,55,61,5.61,broken clouds
640,Charlottesville,US,38.0293,-78.4767,87.13,54,0,5.75,clear sky
641,Saint-Augustin,CA,51.226,-58.6502,47.35,63,100,19.73,overcast clouds
642,Loukisia,GR,38.4833,23.45,73.98,53,20,4.61,few clouds
643,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,61.52,74,100,11.12,overcast clouds
644,Tumbagaan,PH,5.3656,120.3139,81.72,76,95,5.35,overcast clouds
645,Andros,GR,37.8333,24.9333,75.76,70,0,4.0,clear sky
646,Mattru,SL,7.6244,-11.8332,72.03,97,100,1.92,light rain
647,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,84.43,67,100,5.53,overcast clouds
648,Lodwar,KE,3.1191,35.5973,86.47,34,51,11.52,broken clouds
649,Dalkola,IN,25.85,87.85,82.17,79,80,3.11,broken clouds
650,Minudasht,IR,37.2289,55.3747,66.52,37,0,3.24,clear sky
651,Manta,EC,-0.95,-80.7333,76.78,73,100,8.05,overcast clouds
652,Cecina,IT,43.3128,10.524,70.34,58,0,8.7,clear sky
653,Kupang,ID,-10.1667,123.5833,75.56,80,100,5.06,overcast clouds
654,Sokoni,TZ,-6.4333,39.55,76.05,82,14,16.22,few clouds
655,Ferrol,ES,43.4832,-8.2369,67.23,72,100,12.5,overcast clouds
656,Thakurgaon,BD,26.0333,88.4667,81.82,80,100,0.96,overcast clouds
657,Waipawa,NZ,-41.4122,175.5153,48.76,73,100,7.34,overcast clouds
658,Micheweni,TZ,-4.9667,39.8333,75.51,84,28,10.89,scattered clouds
659,Lasa,IT,46.6166,10.7002,56.28,73,59,6.2,broken clouds
660,Pemangkat,ID,1.1667,108.9667,77.29,88,100,1.05,overcast clouds
661,Fairbanks,US,64.8378,-147.7164,53.6,59,40,12.66,scattered clouds
662,Esik,KZ,43.3552,77.4525,51.22,39,51,4.81,broken clouds
663,Kandava,LV,57.0409,22.7747,46.4,95,62,4.61,broken clouds
664,Vung Tau,VN,10.346,107.0843,79.68,83,100,13.13,overcast clouds
665,Swan River,CA,52.1058,-101.2676,71.49,43,96,8.05,overcast clouds
666,Huarmey,PE,-10.0681,-78.1522,67.77,74,8,11.18,clear sky
667,Saint-Leu,RE,-21.15,55.2833,70.66,74,11,3.18,few clouds
668,Camopi,GF,3.1655,-52.3158,91.53,43,93,5.1,overcast clouds
669,Bentiu,SS,9.2333,29.8333,76.89,77,60,3.11,light rain
670,Irtyshskiy,RU,58.3333,68.1333,51.93,93,81,5.53,broken clouds
671,Paamiut,GL,61.994,-49.6678,43.21,94,100,6.11,overcast clouds
672,Gaoua,BF,10.2992,-3.2508,73.42,93,100,4.41,overcast clouds
673,Bereda,ES,43.2686,-7.5406,62.42,93,100,4.43,overcast clouds
674,Rio Pomba,BR,-21.2747,-43.1792,75.74,35,0,8.08,clear sky
